39,210
39,210
39,209
39,209
39,209
40,209
40,208
40,208
40,208
40,207
40,207
40,206
40,206
41,206
41,205
41,204
41,204
41,203
41,203
41,202
41,201
41,199
41,199
41,198
42,197
42,196
42,195
42,194
42,192
42,191
42,190
42,189
42,188
42,187
43,185
43,184
43,182
43,181
43,180
43,178
43,177
43,175
43,174
43,172
43,171
43,169
43,167
43,166
43,165
43,163
43,161
43,160
43,158
43,156
43,155
43,153
43,151
43,150
43,148
42,147
42,145
42,144
42,143
42,142
42,140
42,140
42,138
42,137
42,137
42,136
42,135
42,134
42,134
42,133
42,132
42,132
42,131
42,131
42,130
42,130
42,129
42,129
42,128
42,128
42,128
42,127
42,127
42,127
42,126
42,126
42,126
42,126
42,125
42,125
42,125
42,125
42,124
42,124
42,124
42,124
65,195
65,195
65,195
65,195
65,194
66,194
66,194
66,193
66,193
67,193
67,192
67,192
67,191
68,190
68,190
69,189
69,188
69,187
70,186
70,186
70,184
71,183
71,183
71,182
72,181
72,179
73,178
73,177
74,176
74,175
74,173
75,172
75,171
76,169
76,168
77,166
77,165
77,163
78,162
78,160
79,159
79,157
79,156
80,154
80,153
80,151
80,150
80,148
80,147
81,145
81,144
81,143
81,142
81,140
81,139
81,138
81,137
81,136
81,135
81,134
81,134
81,133
81,132
80,132
80,131
80,130
80,130
80,129
80,129
80,129
80,129
79,129
79,129
79,129
79,129
79,129
78,129
45,152
45,152
45,152
46,152
46,152
47,152
47,152
48,152
48,152
49,152
49,152
49,152
50,152
51,152
51,152
51,152
52,152
52,152
53,152
53,152
54,152
55,152
55,152
56,152
56,153
57,153
58,153
58,153
59,153
60,153
61,153
61,153
62,153
63,153
64,153
64,153
65,153
66,153
66,153
67,153
68,153
68,153
69,153
69,154
70,154
70,154
70,154
71,154
71,154
72,154
72,154
72,154
72,154
72,154
73,154
73,154
73,154
73,154
90,144
90,144
90,144
90,144
90,144
91,144
91,144
91,144
91,144
91,144
92,144
92,144
92,144
92,145
93,145
93,145
93,145
93,145
94,146
94,146
94,146
95,147
95,147
95,148
96,148
96,148
96,150
97,150
97,151
97,151
97,151
98,152
98,152
98,153
98,153
98,153
98,154
98,154
98,154
98,155
98,155
98,156
98,157
99,157
99,157
99,158
99,158
99,158
99,159
99,159
99,159
99,159
98,159
98,160
98,160
98,160
98,160
97,159
97,159
97,159
97,159
97,158
96,158
96,157
96,156
95,156
95,155
95,155
94,154
94,153
94,152
94,151
94,151
93,149
93,149
93,148
93,147
93,147
93,146
93,145
93,144
92,144
92,143
92,143
92,142
92,141
92,141
92,140
92,140
92,139
92,139
92,139
92,138
93,138
93,138
93,138
93,137
93,137
94,137
94,137
94,136
94,136
94,136
95,136
95,136
95,136
95,136
95,136
96,136
96,136
96,136
96,136
96,136
96,136
97,136
97,137
97,137
98,137
98,137
98,138
98,138
98,138
98,138
98,138
99,138
99,138
99,138
99,139
106,177
106,176
106,176
106,175
106,175
106,175
106,174
106,174
106,173
106,172
107,171
107,171
107,170
107,168
107,167
108,166
108,164
108,163
108,161
108,160
109,159
109,157
109,155
109,154
109,152
109,150
109,149
109,148
110,146
110,144
110,143
110,142
110,141
110,139
110,139
110,138
110,137
110,136
110,135
110,134
110,133
111,133
111,132
111,131
111,131
111,130
111,130
111,129
111,128
111,128
111,127
111,127
111,126
111,126
111,126
111,126
111,125
111,125
111,125
111,124
111,124
116,174
116,173
116,173
116,173
116,172
116,171
116,171
117,170
117,170
117,169
117,169
117,168
118,167
118,166
118,165
119,164
119,163
119,162
119,161
120,160
120,160
120,159
121,158
121,157
121,156
121,155
122,154
122,153
122,152
123,152
123,151
123,150
123,149
123,148
123,148
123,147
123,146
124,145
124,145
124,144
124,143
124,143
124,142
124,141
124,141
124,140
124,139
124,139
124,138
124,137
124,136
124,136
124,135
124,134
124,134
124,133
124,133
124,132
124,132
124,131
124,131
124,130
124,130
124,129
123,129
123,129
123,128
123,128
123,128
123,127
123,127
123,127
123,127
135,147
135,147
134,147
134,147
134,147
134,146
134,146
133,146
133,146
133,146
133,146
133,145
133,145
132,145
132,144
132,144
132,143
132,143
132,142
132,141
132,141
132,140
132,140
132,139
132,138
132,138
132,137
132,136
132,135
132,135
132,134
132,133
132,132
133,131
133,130
133,130
133,129
134,128
134,128
134,127
134,127
134,126
135,126
135,125
135,125
135,125
135,124
135,124
136,124
136,124
136,123
136,123
137,123
137,123
137,123
137,123
138,123
138,123
138,123
138,123
139,124
139,124
139,124
139,125
139,125
140,126
140,126
140,127
140,127
140,127
141,128
141,128
141,129
141,129
141,130
141,130
141,131
141,131
142,132
142,132
142,133
142,133
142,134
142,134
142,135
142,136
142,136
142,137
142,137
141,138
141,138
141,138
141,139
141,139
141,140
141,140
141,140
141,141
141,141
141,141
140,142
140,142
140,143
140,143
140,143
140,143
140,144
139,144
139,144
139,144
139,145
139,145
139,145
139,145
139,146
138,146
138,146
138,146
138,146
138,147
138,147
137,147
137,147
137,147
137,147
137,147
49,86
49,86
49,86
49,85
49,84
49,84
49,82
50,82
50,80
50,79
50,78
51,77
51,75
51,74
51,72
51,71
52,68
52,66
52,65
53,62
53,60
53,59
53,57
53,56
54,54
54,53
54,51
54,50
55,48
55,48
56,46
56,46
56,44
56,43
56,42
57,41
57,41
57,40
58,39
58,39
58,38
59,37
59,37
59,37
59,37
59,37
60,36
60,36
60,36
60,37
61,37
61,37
61,38
61,39
62,40
63,41
63,42
64,43
65,45
65,46
66,48
66,49
67,51
68,53
68,54
69,56
70,57
70,59
71,61
71,63
72,65
72,66
72,68
73,70
73,71
74,72
74,73
75,75
75,75
75,76
75,76
76,77
76,78
76,78
76,78
77,79
77,79
77,79
77,79
77,79
78,79
78,79
78,78
78,78
78,77
79,77
79,76
79,75
80,73
80,72
80,71
81,69
81,68
81,66
82,64
82,62
82,61
82,59
83,57
83,55
83,54
83,52
83,50
83,49
83,48
83,47
84,45
84,45
84,44
84,43
84,42
84,42
84,41
85,41
85,40
85,40
85,40
85,39
86,39
86,40
86,40
86,40
86,41
86,41
86,42
86,43
86,44
86,44
85,45
85,46
85,47
85,48
85,49
85,50
85,52
85,52
85,54
85,55
85,57
85,58
84,59
84,61
84,62
84,63
84,65
84,66
84,68
83,69
83,70
83,72
83,73
83,75
83,76
83,77
82,79
82,80
82,82
82,83
82,84
82,86
81,87
81,89
81,89
81,91
81,92
81,93
80,94
80,95
80,96
80,97
80,97
80,98
80,99
80,99
80,100
80,100
80,100
80,101
80,101
103,65
103,65
103,64
103,64
102,64
102,64
102,63
102,62
102,62
102,61
101,61
101,60
101,60
101,59
101,58
101,57
100,57
100,56
100,55
100,54
99,54
99,53
99,52
99,51
99,51
98,50
98,49
98,48
98,47
98,47
98,46
98,45
98,45
98,44
98,44
98,43
98,43
98,43
98,42
98,42
99,42
99,42
99,41
99,41
99,41
99,41
100,41
100,41
100,41
100,40
100,40
101,40
101,40
102,40
102,40
103,41
103,41
103,41
104,42
104,42
105,43
105,43
106,44
106,45
107,45
107,46
107,47
108,48
109,49
109,50
109,51
109,51
110,53
110,54
110,54
111,56
111,56
111,57
111,58
111,59
111,60
111,61
111,62
111,62
111,63
112,64
112,64
112,65
112,66
112,66
112,67
112,67
112,68
112,68
112,69
112,69
112,69
112,70
112,70
112,70
112,70
111,70
111,71
121,66
121,66
121,65
121,64
121,63
122,63
122,62
122,61
122,60
122,59
122,58
122,58
122,57
122,56
123,55
123,54
123,54
123,53
123,52
123,52
123,51
123,50
123,50
123,49
123,49
123,48
124,48
124,48
124,47
124,47
124,46
124,46
124,46
124,46
124,45
124,45
124,45
124,45
124,44
125,44
124,44
124,44
124,45
124,45
124,46
124,46
124,46
124,47
124,47
123,48
123,49
123,49
123,50
123,51
123,51
123,52
123,53
123,54
123,55
123,56
122,57
122,58
122,59
122,60
122,61
122,62
122,63
122,64
122,65
122,66
122,67
122,68
123,69
123,69
123,70
123,70
123,71
124,72
124,72
124,72
125,73
125,73
125,73
125,74
126,74
126,74
126,74
126,74
127,74
127,75
127,75
127,75
127,75
128,75
128,74
137,86
137,85
137,85
137,84
137,83
137,83
137,82
137,81
137,80
137,80
138,79
138,78
138,77
138,76
138,75
139,74
139,73
139,72
139,71
139,70
139,69
139,68
139,68
139,67
139,66
139,65
139,64
139,64
140,63
140,63
140,62
140,61
140,60
140,59
140,59
140,58
140,58
141,57
141,57
141,56
141,56
141,55
141,55
141,54
141,54
141,54
141,53
141,53
141,53
141,52
142,52
142,51
142,51
142,51
142,50
142,50
142,50
142,49
142,49
142,49
142,49
142,48
142,48
142,48
142,48
157,70
157,70
157,70
156,70
156,70
156,70
156,70
156,69
156,69
155,69
155,68
155,68
155,68
155,67
154,67
154,66
154,66
154,65
154,65
154,64
153,64
153,63
153,63
153,62
153,61
153,61
152,60
152,59
152,59
152,58
152,57
151,57
151,56
151,56
151,55
151,54
151,54
151,53
151,52
151,52
151,51
151,51
151,50
151,50
151,49
152,49
152,49
152,48
152,48
152,47
152,47
152,47
152,47
152,46
153,46
153,46
153,46
153,45
153,45
153,45
153,45
153,45
154,45
154,45
154,45
154,45
154,44
154,44
155,44
155,44
155,44
155,44
156,44
156,44
156,44
156,44
157,44
157,44
157,44
157,44
158,44
158,44
158,44
158,44
159,45
159,45
159,45
160,45
160,46
160,46
161,46
161,47
161,47
162,48
162,48
162,49
163,49
163,50
163,51
164,51
164,52
164,53
165,54
165,54
165,55
165,56
165,57
165,58
165,59
165,60
165,61
165,62
165,63
165,64
165,65
165,66
165,67
165,68
165,69
165,70
165,72
165,73
165,74
165,75
165,77
164,78
164,80
164,81
164,82
163,84
163,85
163,86
163,87
163,88
163,89
163,91
162,91
162,92
162,94
162,94
162,95
162,96
162,97
162,97
162,98
162,99
162,99
162,99
162,100
162,100
162,100
162,101
162,101
162,101
162,100
162,100
162,100
